sample_id,date,source_year,state,district,district_dist_km,latitude,longitude,rainfall_24h_mm,rain_3d_mm,rain_7d_mm,rainfall_bin,slope_deg,slope_bin,historical_incidents_90d,nearest_river,river_danger_level_m,river_danger_level_is_official,river_gauge_dist_km,present_river_level_m,river_level_ratio,river_bin,rainfall_risk,slope_risk,incident_risk,river_risk,rainfall_slope_interaction,rainfall_river_interaction,slope_rainfall_river_interaction,blocked
2848,09-11-2023,2023,Sikkim,North Sikkim (Mangan),21.72632761724362,27.5,88.75,0,0,15.563225746154785,low,24.1,high,0,Teesta,15,FALSE,42.6,6.32,0.421,low,0.03229546,0.6644822563478706,0,6.909217366797592e-05,0.021459761289496004,2.231363651508761e-06,1.482701553887165e-06,1
7700,24-06-2025,2025,Nagaland,Mon,28.428598086515905,27,95,2.0986023,32.955020904541016,77.51898717880249,low,16.6,moderate,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,54.3,87.73,0.83,moderate,0.035024464,0.3620063293390162,0.3934693402873666,0.19781611144141806,0.012679077696912726,0.006928403,0.002508126,1
9145,23-09-2024,2024,Nagaland,Mokokchung,8.034984386931804,26.25,94.5,0.88731897,2.1690019369125366,12.813181519508362,low,16.4,moderate,0,Doyang,18,FALSE,29.2,18.38,1.021,critical,0.03342331,0.35434369377420455,0,0.9183397445384052,0.011843338515184288,0.030693952390321775,0.010876208466516194,1
3407,21-10-2025,2025,Mizoram,Saiha,49.32504022366385,22.5,92.5,4.6264753,34.71959972381592,41.22283464670181,low,17.7,moderate,1,Tlawng,9,FALSE,138.6,3.99,0.443,low,0.03860732,0.40532318982985244,0.3934693402873666,0.000107276,0.015648443,4.1416320979553e-06,1.678699533044946e-06,1
5870,23-11-2025,2025,Sikkim,North Sikkim (Mangan),61.05571304,28,88.25,4.1092772,7.307985782623291,7.307985782623291,low,32.4,very_high,0,Teesta,15,FALSE,96.3,3.22,0.215,low,0.037846733,0.8876208906586432,0,1.1224451053499136e-06,0.033593551,4.2480880079855914e-08,3.7706916612444725e-08,1
2609,09-09-2023,2023,Mizoram,Lunglei,15.701665705640465,22.75,92.75,10.138572,19.358839988708496,38.160730332136154,low,22.2,high,1,Tlawng,9,FALSE,109,7.88,0.876,moderate,0.047676917,0.5906532827008858,0.3934693402873666,0.38225212523075086,0.028160527632871305,0.018224602910969646,0.010764421535284343,0
6280,16-08-2024,2024,Mizoram,Lunglei,28.24938884765297,22.75,92.5,70.89936,93.99601269,99.02214467525482,moderate,21.4,high,0,Tlawng,9,FALSE,111.3,6.52,0.724,low,0.3626165,0.5580701058739532,0,0.028748495926539948,0.20236543368040877,0.010424679237607683,0.005817702,1
9963,06-07-2024,2024,Assam,Dhubri,53.41081293816809,26.5,90,24.78107,143.61634063720703,375.7889518737793,low,6.7,low,1,Brahmaputra (Dhubri gauge),28.62,TRUE,53.4,28.36,0.991,high,0.08250735,0.098263769,0.3934693402873666,0.8605661270383498,0.008107483,0.07100303,0.006977025,0
11331,19-06-2025,2025,Meghalaya,East Garo Hills (Williamnagar),32.343882729212744,25.75,90.5,52.522793,81.61519145965576,96.53018951416016,moderate,19.6,moderate,1,Brahmaputra (Goalpara gauge),36.27,TRUE,48.2,17.59,0.485,low,0.2143185,0.4833395034305887,0.3934693402873666,0.000248455,0.10358859686770332,5.3248520201045565e-05,2.5737113312387032e-05,1
6977,02-07-2024,2024,Meghalaya,West Garo Hills (Tura),69.85397267983855,26,89.75,109.749596,156.6441581249237,226.42754232883453,high,22.4,high,0,Brahmaputra (Dhubri gauge),28.62,TRUE,23.1,23.47,0.82,moderate,0.72908473,0.5986876601124519,0,0.16798161486607532,0.4364940311162134,0.12247283034451079,0.073322972,0
7606,28-10-2023,2023,Mizoram,Lunglei,12.40170304943419,23,92.75,0,12.105689942836761,41.60038799,low,22.2,high,1,Tlawng,9,FALSE,81.2,7.65,0.85,moderate,0.03229546,0.5906532827008858,0.3934693402873666,0.26894142136999494,0.01907542,0.008685587,0.005130171,0
4076,22-09-2023,2023,Meghalaya,East Garo Hills (Williamnagar),28.717284452545425,25.25,90.75,60.80813,122.1012716293335,184.9733862876892,moderate,17.7,moderate,1,Brahmaputra (Goalpara gauge),36.27,TRUE,103.1,29.09,0.802,moderate,0.2753442,0.40532318982985244,0.3934693402873666,0.12346704756522404,0.11160338660047721,0.033995935,0.013779340641841208,0
10242,31-12-2024,2024,Assam,Sonitpur (Tezpur),15.28677515226629,26.5,92.75,0,0,0,low,4.3,low,1,Brahmaputra (Tezpur gauge),65.23,TRUE,15.3,25.64,0.393,low,0.03229546,0.068073454,0.3934693402873666,3.9467245100628656e-05,0.002198464,1.274612904291189e-06,8.676730319532097e-08,1
3308,01-07-2024,2024,Arunachal Pradesh,East Siang (Pasighat),45.78089928774544,28.25,95.75,70.44517,256.8489074707031,300.6792919039726,moderate,24.8,high,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,119.6,102.85,0.973,high,0.3584281,0.6899744811276125,0,0.8115326747861804,0.24730623597872578,0.29087610725417284,0.20069709117511766,0
8427,07-07-2025,2025,Nagaland,Dimapur,25.078570523493244,26,93.5,0.11668076,52.583004616200924,127.50313534587622,low,17.7,moderate,1,Dhansiri,40,FALSE,73.6,37.44,0.936,moderate,0.03244165,0.40532318982985244,0.3934693402873666,0.6726070170677606,0.013149352893524549,0.021820481,0.008844347,1
4886,02-07-2024,2024,Meghalaya,East Garo Hills (Williamnagar),28.274444513020473,25.25,90.5,93.57142,390.12767791748047,469.7245038151741,high,16.4,moderate,0,Brahmaputra (Dhubri gauge),28.62,TRUE,100.2,37.21,1.3,critical,0.5848843,0.35434369377420455,0,0.9996646498695336,0.20725005830579699,0.5846881449052256,0.20718055697170498,1
6095,17-06-2025,2025,Manipur,Senapati,23.236050348409105,25.25,94.25,18.262625,29.411059379577637,31.88462319970131,low,14.1,moderate,0,Imphal River,8,FALSE,57.1,4.9,0.612,low,0.064797565,0.27223087840063304,0,0.003141213,0.017639898131001697,0.000203543,5.541068235214027e-05,0
3455,21-06-2023,2023,Mizoram,Lunglei,12.40170304943419,23,92.75,3.1559606,41.55590867996216,127.61120939254761,low,22.2,high,1,Tlawng,9,FALSE,81.2,6.6,0.733,low,0.036482375,0.5906532827008858,0.3934693402873666,0.034224157692395854,0.021548435,0.001248579,0.000737477,0
8361,31-08-2023,2023,Meghalaya,East Garo Hills (Williamnagar),28.717284452545425,25.25,90.75,2.2100477,3.7738481760025024,312.83739721775055,low,17.7,moderate,1,Brahmaputra (Goalpara gauge),36.27,TRUE,103.1,32.72,0.902,moderate,0.03517544,0.40532318982985244,0.3934693402873666,0.5099986668799655,0.014257421127118393,0.017939427,0.007271266,1
5758,06-07-2025,2025,Meghalaya,West Khasi Hills (Nongstoin),37.23865322,25.75,91,2.3429227,24.147953748703003,52.27622961997986,low,24.7,high,2,Brahmaputra (Goalpara gauge),36.27,TRUE,60.2,26.51,0.731,low,0.035356272,0.6863980785519272,0.6321205588285577,0.032926395,0.024268477,0.001164155,0.000799073,1
2272,15-06-2023,2023,Arunachal Pradesh,Upper Siang (Yingkiong),69.11232820621296,29.25,95,83.31277,184.7097053527832,293.36468410491943,high,30.3,very_high,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,197.1,103.27,0.977,high,0.48313403,0.8476989835498224,0.3934693402873666,0.8234647252208832,0.40955222724775775,0.3978438323258341,0.33725181227417556,1
2694,01-07-2023,2023,Arunachal Pradesh,West Siang (Aalo),34.97831645961142,28,94.5,14.112563,39.48613262176514,57.52608633041382,low,22.5,high,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,69.9,119.02,1.126,critical,0.05543584,0.6026853379784917,0.6321205588285577,0.9892282699548585,0.033410367990897395,0.0548387,0.033050481,1
8345,26-08-2024,2024,Nagaland,Wokha,30.84455796410437,26.25,94,5.9842267,32.76374101638794,91.74304056167603,low,13.8,moderate,0,Dhansiri,40,FALSE,29.1,40.32,1.008,critical,0.040674437,0.26243837851237506,0,0.8965995485417504,0.010674533250520398,0.036468682,0.009570782,1
485,17-08-2024,2024,Mizoram,Aizawl,3.7775706519275802,23.75,92.75,65.07616,119.29247379302979,156.35477304458618,moderate,22.1,high,2,Tlawng,9,FALSE,3.8,6.48,0.72,low,0.31067753,0.5866175789173301,0.6321205588285577,0.026596994,0.1822488995230863,0.008263088,0.004847273,1
3327,22-07-2024,2024,Assam,Bongaigaon,30.93149601299842,26.5,90.25,12.355299,17.248106956481934,52.80395854,low,8.3,low,1,Brahmaputra (Goalpara gauge),36.27,TRUE,52,18.06,0.498,low,0.05186818,0.12455335818741645,0.3934693402873666,0.000322205,0.006460356,1.6712192691188074e-05,2.0815597223626715e-06,1
10323,05-06-2024,2024,Sikkim,East Sikkim (Gangtok),39.22115674349066,27,88.75,51.46138,68.37737593054771,115.95946642756462,moderate,33.6,very_high,1,Teesta,15,FALSE,28.8,8.62,0.575,low,0.20725612,0.9060785039807289,0.3934693402873666,0.001501182,0.18779031825247935,0.000311129,0.000281907,1
2256,07-07-2023,2023,Nagaland,Dimapur,130.2815300491772,27,93.25,53.28318,188.7942533493042,228.0722587108612,moderate,16.9,moderate,0,Dikrong,14,FALSE,38.3,11.79,0.842,moderate,0.21948452,0.3736320082718519,0,0.2386672851570894,0.082006443,0.052383775223785206,0.019572255137724145,1
6374,07-08-2025,2025,Mizoram,Saiha,35.658315356292746,22.25,92.75,1.0798306,20.28634262084961,100.14012718200684,low,25,high,0,Tlawng,9,FALSE,164.6,8.39,0.932,moderate,0.033672974,0.6970592839654074,0,0.6547534606063193,0.023472059,0.022047495936936633,0.015368412,0
8252,04-07-2024,2024,Meghalaya,Ri Bhoi (Nongpoh),20.55372155752475,25.75,91.75,11.552217,85.04688358306885,355.4986753463745,low,18.8,moderate,2,Brahmaputra (Guwahati gauge),49.68,TRUE,43.4,47.74,0.961,high,0.05031098,0.45016600268752216,0.6321205588285577,0.7720635494267836,0.022648293,0.038843274202047355,0.017485921,1
6360,25-06-2024,2024,Assam,Dhemaji,31.040097174966146,27.75,94.5,122.07268,155.82455158233643,194.3464789390564,critical,5.9,low,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,49.5,119.12,1.127,critical,0.81501126,0.087065772,0.3934693402873666,0.9894393119633768,0.070959585,0.8064041831999224,0.070210203,1
19,03-07-2024,2024,Assam,Dhubri,84.34350801,26.75,89.75,1.1987556,256.1198066473007,400.3652299642563,low,7,low,1,Brahmaputra (Dhubri gauge),28.62,TRUE,84.3,27.88,0.974,high,0.033828102,0.10278402491725178,0.3934693402873666,0.8145725807070177,0.003476988,0.027555444389090494,0.002832259,0
4825,18-06-2025,2025,Meghalaya,West Khasi Hills (Nongstoin),2.9956866868732273,25.5,91.25,55.656265,134.56377792358398,137.4654168561101,moderate,20.2,high,0,Brahmaputra (Guwahati gauge),49.68,TRUE,85.9,51.72,1.041,critical,0.23617792,0.5083325618141193,0,0.9437470664268325,0.1200569277759052,0.22289222037710024,0.11330337339272863,0
9761,29-05-2024,2024,Manipur,Ukhrul,36.22385697,24.75,94.5,86.35431,212.0439224243164,221.64293390512466,high,10.7,moderate,0,Imphal River,8,FALSE,57.1,5.48,0.685,low,0.5135398,0.1750862681640398,0,0.013386917827664793,0.089913766,0.006874715,0.001203668,1
1545,26-07-2025,2025,Arunachal Pradesh,Tawang,113.40793046186242,28.25,92.75,36.813824,39.50496196746826,51.211412727832794,low,9.4,low,0,Dikrong,14,FALSE,153.9,7.95,0.568,low,0.12703341,0.14595735144380453,0,0.001305321,0.018541460427020963,0.000165819,2.4202560512669956e-05,0
8421,28-10-2023,2023,Meghalaya,West Jaintia Hills (Jowai),59.57476021229436,25.25,92.75,0,5.470223307609558,9.754062891,low,20.4,high,1,Barak,20.5,FALSE,46.8,4.82,0.235,low,0.03229546,0.5166604965694114,0.3934693402873666,1.6744904055114527e-06,0.016685789,5.4078440832007474e-08,2.794019409396451e-08,0
7112,28-06-2024,2024,Mizoram,Mamit,20.24632473415735,23.75,92.5,14.856945,28.470791459083557,109.7414642572403,low,25.4,high,3,Tlawng,9,FALSE,22.5,9.06,1.007,critical,0.05701575,0.7109495026250039,0.7768698398515702,0.89473061,0.040535319500421406,0.051013737,0.036268191,0
4573,28-06-2023,2023,Arunachal Pradesh,West Siang (Aalo),54.62218247019233,28.25,94.25,3.688021,4.787610590457916,26.52999645471573,low,18.6,moderate,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,106.8,61.31,0.58,low,0.037237898,0.4419298941260467,0,0.001658801,0.016456540106411753,6.17702646217989e-05,2.729812650444948e-05,0
7224,18-09-2024,2024,Assam,Sonitpur (Tezpur),15.28677515226629,26.5,92.75,0,0,13.61103343963623,low,4.3,low,1,Brahmaputra (Tezpur gauge),65.23,TRUE,15.3,55.9,0.857,moderate,0.03229546,0.068073454,0.3934693402873666,0.29733934565526837,0.002198464,0.009602711,0.00065369,0
9862,31-05-2025,2025,Nagaland,Mokokchung,70.44278388870777,26.75,94,77.299034,154.0052547454834,191.40962454676628,moderate,13.7,moderate,0,Dhansiri,40,FALSE,26.9,28.72,0.718,low,0.42359355,0.259225101,0,0.025580788312007663,0.10980608094315249,0.010835856956428603,0.002808926,1
1921,17-06-2024,2024,Nagaland,Dimapur,104.9404356726614,26.75,93.25,3.403034,17.474082708358765,48.382015109062195,low,16.7,moderate,2,Brahmaputra (Tezpur gauge),65.23,TRUE,46.7,64.45,0.988,high,0.036831364,0.3658644089891993,0.6321205588285577,0.8532096601986174,0.013475285,0.031424875593471305,0.011497243536564491,0
9708,14-10-2025,2025,Nagaland,Mokokchung,91.58279895,27,94,0,0.3577176034450531,1.7493698596954346,low,17.8,moderate,0,Subansiri,42,FALSE,28.8,12.14,0.289,low,0.03229546,0.4093467172991142,0,4.930821599097646e-06,0.013220041248594203,1.5924316032049235e-07,6.518566492953012e-08,0
1355,04-02-2024,2024,Manipur,Senapati,115.44040915430479,25.75,93,0,1.4225518703460693,1.4225518703460693,low,17.5,moderate,0,Kopili,30,FALSE,74,10.59,0.353,low,0.03229546,0.39731466202150834,0,1.7734161782476735e-05,0.012831460467673745,5.727329434091266e-07,2.2755519583918076e-07,1
1174,07-02-2025,2025,Meghalaya,West Jaintia Hills (Jowai),30.624036950540365,25.5,92.5,0,0,0,low,23.4,high,0,Barak,20.5,FALSE,79.7,7.26,0.354,low,0.03229546,0.6379936706609838,0,1.809240913305913e-05,0.0206043,5.843027070147747e-07,3.727814288255055e-07,1
394,04-06-2025,2025,Mizoram,Lunglei,28.24938884765297,22.75,92.5,16.004866,104.61059379577637,401.5424156188965,low,21.4,high,0,Tlawng,9,FALSE,111.3,7.7,0.856,moderate,0.05953527,0.5580701058739532,0,0.29317777890643226,0.033224853703385446,0.017454417842352174,0.009740789,1
543,01-12-2023,2023,Mizoram,Kolasib,31.931796639292607,24.5,92.75,0,0,0,low,25.9,high,0,Barak,20.5,FALSE,36.8,8.75,0.427,low,0.03229546,0.7277691215993669,0,7.790052205102323e-05,0.02350364,2.515833329741906e-06,1.8309458124766774e-06,1
10445,15-02-2023,2023,Tripura,Dhalai (Ambassa),26.05921698752075,23.75,92,0,0,0,low,12.6,moderate,1,Gomti,12,FALSE,58.3,4.52,0.377,low,0.03229546,0.22559854698572143,0.3934693402873666,2.8659411780795806e-05,0.007285809,9.255689367742415e-07,2.0880700727138795e-07,1
1114,28-05-2024,2024,Tripura,Gomati (Udaipur),31.20141515,23.25,91.5,157.6122,204.64087319374084,211.91388654708862,critical,12.8,moderate,1,Gomti,12,FALSE,31.2,8.5,0.708,low,0.9480679,0.23147521650098238,0.3934693402873666,0.021041347020468254,0.2194542232246182,0.019948625756904294,0.004617612,0
3555,30-05-2025,2025,Meghalaya,West Jaintia Hills (Jowai),22.799494798971775,25.25,92.25,124.92828,130.16678190231323,168.67537420988083,critical,23.5,high,1,Barak,20.5,FALSE,70.9,11.97,0.584,low,0.83161706,0.6418340450887311,0.3934693402873666,0.00179671,0.5337601398667008,0.001494174,0.000959012,1
11944,07-09-2024,2024,Nagaland,Wokha,16.70906510415402,26.25,94.25,1.9603728,15.248466610908508,153.11659157276154,low,13.3,moderate,0,Doyang,18,FALSE,16.7,21.94,1.219,critical,0.03483807,0.246630106,0,0.9983077456226203,0.008592117,0.034779114,0.008577577,1
4570,16-06-2023,2023,Meghalaya,West Garo Hills (Tura),5.488470842946772,25.5,90.25,66.89415,251.5776138305664,407.02701330184937,moderate,17.5,moderate,0,Brahmaputra (Dhubri gauge),28.62,TRUE,63.8,29.62,1.035,critical,0.32646134,0.39731466202150834,0,0.9370266439430034,0.12970787893481722,0.30590297844250636,0.12153973849125717,1
9443,09-08-2025,2025,Meghalaya,Ri Bhoi (Nongpoh),38.62899332,26,91.5,5.9074054,21.29130458831787,55.71120631694794,low,25.6,high,0,Brahmaputra (Guwahati gauge),49.68,TRUE,27.8,26.08,0.525,low,0.04055469,0.717751057,0,0.000552779,0.029108172405984303,2.2417766870477086e-05,1.6090375865917136e-05,0
96,22-06-2024,2024,Sikkim,West Sikkim (Gyalshing),25.914222268546197,27.25,88,5.385088,66.36715698242188,177.73927688598633,low,28.8,high,0,Teesta,15,FALSE,53.2,12.5,0.833,moderate,0.039749514,0.8125502070042588,0,0.20751005855963542,0.032298476,0.008248424,0.006702259,1
9073,03-01-2024,2024,Mizoram,Saiha,49.32504022366385,22.5,92.5,0,0,0,low,17.7,moderate,1,Tlawng,9,FALSE,138.6,4.25,0.472,low,0.03229546,0.40532318982985244,0.3934693402873666,0.000191583,0.013090099571134443,6.187247971105304e-06,2.5078350839166843e-06,1
7554,16-02-2023,2023,Manipur,Senapati,105.61098632411498,25.5,93,0,0,0,low,23.5,high,0,Barak,20.5,FALSE,77.7,11.36,0.554,low,0.03229546,0.6418340450887311,0,0.000986855,0.020728326849204847,3.187094098433611e-05,2.045585497276067e-05,1
7319,21-01-2025,2025,Arunachal Pradesh,Upper Siang (Yingkiong),15.257798496163538,28.5,95,0,0,0,low,29.4,high,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,113.8,46.51,0.44,low,0.03229546,0.8273078959170554,0.3934693402873666,0.000101029,0.026718290503156352,3.2627844668827147e-06,2.69932735212759e-06,0
4904,29-06-2024,2024,Arunachal Pradesh,Dibang Valley (Anini),60.513053379884624,29.25,95.5,115.26568,169.9051981,211.82415628433228,high,29.6,high,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,205.4,99.78,0.944,moderate,0.7704099,0.8320183851339246,0,0.7068222210935673,0.6409951859699622,0.5445428239961851,0.4530696410575729,1
2588,14-09-2025,2025,Arunachal Pradesh,Lower Subansiri (Ziro),96.47311285153737,28.25,93.25,9.458407,15.359976530075073,32.82885122299194,low,15.3,moderate,1,Dikrong,14,FALSE,133,15.54,1.11,critical,0.04645671,0.31360192144807275,0.3934693402873666,0.9852259683067269,0.014568913364649327,0.045770356605548346,0.014353671776863449,1
9050,14-08-2024,2024,Sikkim,North Sikkim (Mangan),3.160841797845169,27.5,88.5,34.921917,76.78626251220703,118.46789741516113,low,28,high,1,Teesta,15,FALSE,36.8,11.7,0.78,low,0.118875384,0.791391473,0.3934693402873666,0.083172696,0.094076965,0.009887186,0.007824635,0
11886,01-06-2024,2024,Manipur,Thoubal,15.600101568774923,24.5,94,0.61826986,23.461964905261993,156.73702174425125,low,17.5,moderate,1,Imphal River,8,FALSE,36.1,6.31,0.789,low,0.03307737,0.39731466202150834,0.3934693402873666,0.097968804,0.013142124231260245,0.00324055,0.001287518,0
10213,16-06-2024,2024,Meghalaya,West Garo Hills (Tura),30.439910707173485,25.25,90.25,121.03132,253.0095977783203,316.94763308763504,critical,15.7,moderate,1,Brahmaputra (Dhubri gauge),28.62,TRUE,89.8,27.27,0.953,high,0.8086486,0.3281274275453745,0.3934693402873666,0.7426905453026855,0.26533978040202677,0.6005756594974837,0.1970653461972761,1
3977,14-09-2025,2025,Tripura,Dhalai (Ambassa),26.05921698752075,23.75,92,16.09509,45.40489864349365,49.60159099,low,12.6,moderate,1,Gomti,12,FALSE,58.3,8.56,0.713,low,0.059737667,0.22559854698572143,0.3934693402873666,0.023202938,0.013476730975088884,0.001386089,0.0003127,1
3712,29-04-2023,2023,Assam,Barpeta,26.111510566851837,26.25,91.25,3.20123,6.849389910697937,22.381460294127464,low,8.7,low,1,Manas,33,FALSE,26.1,12.34,0.374,low,0.03654608,0.13200646895107074,0.3934693402873666,2.6990462615465965e-05,0.004824319,9.86395641192241e-07,1.3021060558251506e-07,1
2282,05-04-2023,2023,Arunachal Pradesh,Dibang Valley (Anini),24.276265757145755,29,95.75,5.719609,27.003501415252686,43.693639516830444,low,33.6,very_high,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,188.4,34.14,0.323,low,0.040263418,0.9060785039807289,0,9.7327922190226e-06,0.036481818,3.918754824749847e-07,3.5506995090766044e-07,1
7977,12-04-2024,2024,Arunachal Pradesh,Dibang Valley (Anini),71.66455280351211,28.5,96.5,0,0.1789415329694748,119.49326305091381,low,24.5,high,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,193.8,53.06,0.502,low,0.03229546,0.679178699,0,0.000349031,0.021934389696606167,1.1272125450005356e-05,7.655787500076478e-06,0
11317,29-07-2023,2023,Mizoram,Saiha,49.32504022366385,22.5,92.5,3.7979953,11.857437074184418,79.89327520132065,low,17.7,moderate,1,Tlawng,9,FALSE,138.6,6.25,0.694,low,0.03739593,0.40532318982985244,0.3934693402873666,0.015984848342202568,0.015157438355866268,0.000597768,0.000242289,0
7060,15-06-2025,2025,Mizoram,Mamit,23.670395003790706,24,92.75,77.851204,114.81698417663574,148.54311895370483,moderate,23.4,high,0,Tlawng,9,FALSE,30.2,5.89,0.654,low,0.4289952,0.6379936706609838,0,0.00724624,0.273696217,0.003108602,0.001983268,0
1349,13-07-2024,2024,Manipur,Ukhrul,87.13831786348511,25.75,94.75,21.188148,32.80553957819939,72.92930576205254,low,9,low,0,Doyang,18,FALSE,62.6,17.44,0.969,high,0.072260454,0.13784165696493572,0,0.7989910002494705,0.009960501,0.057735453,0.00795835,1
6241,22-10-2023,2023,Nagaland,Mon,30.781358107145714,26.75,94.75,0,0,0,low,15.1,moderate,2,Brahmaputra (Neamatighat gauge),85.05,TRUE,42.4,43.29,0.509,low,0.03229546,0.30647169180207895,0.6321205588285577,0.00040146,0.009897645,1.2965350526668233e-05,3.973512910714989e-06,0
10497,05-06-2025,2025,Meghalaya,East Garo Hills (Williamnagar),28.274444513020473,25.25,90.5,59.143623,94.91240978240967,482.52911281585693,moderate,16.4,moderate,0,Brahmaputra (Dhubri gauge),28.62,TRUE,100.2,29.79,1.041,critical,0.26226,0.35434369377420455,0,0.9437470664268325,0.092930174,0.24750709618181377,0.087702579,1
10630,05-03-2023,2023,Arunachal Pradesh,Upper Siang (Yingkiong),32.66992691956707,28.5,94.75,0,0,2.3412896301597357,low,25.3,high,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,114.4,37.52,0.355,low,0.03229546,0.7075124931386416,0,1.8457893295667037e-05,0.022849442655610626,5.961061868063419e-07,4.217525744027238e-07,0
6442,03-05-2025,2025,Tripura,Unakoti (Kailashahar),32.40913468400413,24.5,91.75,0,21.13860857486725,65.40346086025238,low,17.3,moderate,0,Khowai,10,FALSE,44.9,4.47,0.447,low,0.03229546,0.389360766,0,0.000116209,0.012574586,3.7530385047899605e-06,1.4612859472430856e-06,1
8036,02-07-2023,2023,Nagaland,Dimapur,37.85900519787819,26.25,93.75,0,2.9670083075761795,84.84572191536427,low,21.7,high,0,Dhansiri,40,FALSE,36.3,51,1.275,critical,0.03229546,0.5703632448561154,0,0.9994472213630764,0.018420144354474338,0.03227761,0.018409962092186136,0
9666,10-03-2025,2025,Arunachal Pradesh,Dibang Valley (Anini),60.513053379884624,29.25,95.5,0,13.110072612762451,29.38467448949814,low,29.6,high,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,205.4,98.2,0.929,moderate,0.03229546,0.8320183851339246,0,0.6410674063348173,0.026870417927455606,0.020703567896656304,0.017225749127886544,0
6783,22-06-2024,2024,Arunachal Pradesh,Upper Siang (Yingkiong),110.2608390351687,29,94,0,19.06631362438202,54.19098174571991,low,27.8,high,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,190.6,97.77,0.925,moderate,0.03229546,0.7858349830425586,0,0.6224593312018547,0.025378904,0.020102612,0.015797335381412838,1
11316,09-09-2023,2023,Sikkim,South Sikkim (Namchi),23.43991276283538,27,88.5,64.76687,74.45191192626953,99.30786037445068,moderate,25.7,high,0,Teesta,15,FALSE,19.1,10.48,0.699,low,0.30803427,0.7211151780228631,0,0.017636340339722653,0.22212818817061725,0.005432597,0.003917528,1
9703,05-06-2025,2025,Mizoram,Aizawl,28.586656604225944,23.75,93,4.081958,30.005674600601196,260.47551941871643,low,20.2,high,1,Tlawng,9,FALSE,28.6,8.94,0.993,high,0.037806965,0.5083325618141193,0.3934693402873666,0.8652969480479719,0.019218512,0.032714251784842066,0.016629719417620894,1
3500,04-12-2025,2025,Meghalaya,East Garo Hills (Williamnagar),28.274444513020473,25.25,90.5,0,0,0,low,16.4,moderate,0,Brahmaputra (Dhubri gauge),28.62,TRUE,100.2,11.88,0.415,low,0.03229546,0.35434369377420455,0,6.127973961660237e-05,0.011443693206537297,1.979057486474556e-06,7.012665399488871e-07,1
4675,31-05-2025,2025,Meghalaya,West Khasi Hills (Nongstoin),34.43424586646966,25.75,91.5,111.088875,205.9133186340332,227.6602225,high,21.9,high,1,Brahmaputra (Guwahati gauge),49.68,TRUE,49.1,39.64,0.798,low,0.73953533,0.5785116791685816,0.3934693402873666,0.11506673204554985,0.4278298265613452,0.085095914,0.049228980014028374,1
7969,10-08-2023,2023,Nagaland,Wokha,26.428716127930308,26,94.5,59.61069,107.7642593383789,212.8996856212616,moderate,11.2,moderate,0,Doyang,18,FALSE,26.4,15.62,0.868,moderate,0.26589078,0.18744979299574124,0,0.34524653939368066,0.049841171,0.091797871,0.017207491851596056,1
9839,05-07-2023,2023,Tripura,Unakoti (Kailashahar),32.40913468400413,24.5,91.75,20.738539,65.09727526,200.6803994178772,low,17.3,moderate,0,Khowai,10,FALSE,44.9,11.2,1.12,critical,0.07106403,0.389360766,0,0.9878715650157257,0.027669546177334498,0.070202137,0.027333958,0
786,09-08-2024,2024,Meghalaya,West Khasi Hills (Nongstoin),40.46060082662237,25.25,91,116.135506,212.39621925354004,638.5072345733643,high,21.6,high,0,Brahmaputra (Goalpara gauge),36.27,TRUE,109.2,37.07,1.022,critical,0.77650607,0.5662743941954392,0,0.9198270878271877,0.43971550229575906,0.7142513136654108,0.40446222994917713,1
2206,10-08-2025,2025,Meghalaya,West Garo Hills (Tura),30.439910707173485,25.25,90.25,52.372066,75.07224321365356,191.3089404,moderate,15.7,moderate,1,Brahmaputra (Dhubri gauge),28.62,TRUE,89.8,20.18,0.705,low,0.21330501,0.3281274275453745,0.3934693402873666,0.019840305734077482,0.069991225,0.004232037,0.001388647,1
7200,01-07-2024,2024,Meghalaya,West Garo Hills (Tura),53.607924247572356,26,90.25,44.952515,65.95122433,85.53147885203362,low,20.6,high,0,Brahmaputra (Dhubri gauge),28.62,TRUE,27.1,16.06,0.561,low,0.16771632,0.524979187,0,0.001134985,0.08804758,0.000190356,9.993270361804074e-05,0
2937,07-08-2024,2024,Sikkim,West Sikkim (Gyalshing),25.914222268546197,27.25,88,50.31623,81.91529130935669,156.2715287208557,moderate,28.8,high,0,Teesta,15,FALSE,53.2,8.26,0.551,low,0.19983102,0.8125502070042588,0,0.000929439,0.16237273976455247,0.000185731,0.000150915,0
